source,target_x,target_y,gaze_x,gaze_y,error
balloon_pop,0.5,0.5,0.49874074959405756,0.47859364694749074,0.021443
balloon_pop,0.5,0.5,0.5021866848633629,0.47556446108816575,0.024533
balloon_pop,0.5,0.5,0.5072334966778359,0.4724001544247438,0.028532
balloon_pop,0.5,0.5,0.5120484336160742,0.46714478449730357,0.034995
balloon_pop,0.5,0.5,0.5120484336160742,0.46339946101583135,0.038533
balloon_pop,0.5,0.5,0.5086993622474659,0.46339946101583135,0.03762
balloon_pop,0.5,0.5,0.5033423413228282,0.46339946101583135,0.036753
balloon_pop,0.5,0.5,0.4997282270112584,0.4589962577540437,0.041005
balloon_pop,0.5,0.5,0.4997282270112584,0.4550704181069908,0.04493
balloon_pop,0.5,0.5,0.4943593817885359,0.4550704181069908,0.045282
balloon_pop,0.5,0.5,0.489199825186757,0.4550704181069908,0.046209
balloon_pop,0.5,0.5,0.4847808567756351,0.45175106325396697,0.050592
balloon_pop,0.5,0.5,0.4816462270287495,0.45175106325396697,0.051622
balloon_pop,0.5,0.5,0.48477179680841614,0.45175106325396697,0.050595
balloon_pop,0.5,0.5,0.48816163130352996,0.45175106325396697,0.04968
balloon_pop,0.5,0.5,0.49119998260950715,0.45175106325396697,0.049045
balloon_pop,0.2,0.2,0.49119998260950715,0.45175106325396697,0.384936
balloon_pop,0.2,0.2,0.4959118278043565,0.45175106325396697,0.388513
balloon_pop,0.2,0.2,0.5009761525223382,0.45175106325396697,0.392384
balloon_pop,0.2,0.2,0.5009761525223382,0.4474628012006802,0.389647
balloon_pop,0.2,0.2,0.5009761525223382,0.4442360886672415,0.387605
balloon_pop,0.2,0.2,0.5009761525223382,0.43947651008863153,0.384624
balloon_pop,0.2,0.2,0.4824389500072496,0.43079015686834754,0.364741
balloon_pop,0.2,0.2,0.44597194598313195,0.4097886801466326,0.323285
balloon_pop,0.2,0.2,0.40265141465017873,0.36649981942991805,0.262278
balloon_pop,0.2,0.2,0.38572894085257853,0.3056104063007584,0.213656
balloon_pop,0.2,0.2,0.3781270509027356,0.24477461945397236,0.183668
balloon_pop,0.2,0.2,0.3685927169660062,0.19451165807158877,0.168682
balloon_pop,0.2,0.2,0.35714369901877263,0.15646051813184847,0.163064
balloon_pop,0.2,0.2,0.3385815995010505,0.12126357877695153,0.159387
balloon_pop,0.2,0.2,0.3385815995010505,0.1010439308655902,0.170286
balloon_pop,0.2,0.2,0.3468308913515136,0.08432115854459135,0.186925
balloon_pop,0.2,0.2,0.3605251922363959,0.06789851566669551,0.207892
